prot_IDs,prot_names,Gene_names,translation_G1_1,translation_G1_2,translation_G2M_1,translation_G2M_2,translation_MG1_1,translation_MG1_2,translation_S_1,translation_S_2
O43426;C9JFZ1;O43426-2;O43426-4;C9JW66;O43426-5;C9J1Z6,Synaptojanin-1,SYNJ1,21.14445,20.76466,21.55459,20.2832,22.23479,21.69,22.47259,22.51759
O15056;E7ER60;O15056-2;O15056-3;B4DJU8;H0YEV8;H7BY56;Q5TA15,Synaptojanin-2,SYNJ2,21.6424,22.02621,22.87897,22.20961,21.60874,21.34922,21.95049,22.36469
O15061;O15061-2;C9JIE4;O15061-3;H0YL34,Synemin,SYNM,23.04317,22.00933,21.87,21.7702,23.24503,22.58584,21.2055,21.40608
Q8N3V7;Q8N3V7-2;Q8N3V7-3,Synaptopodin,SYNPO,23.05187,23.48038,23.54392,22.84171,23.46064,22.92192,23.81929,23.94637
Q9UMZ2;Q9UMZ2-5;A8MWU4;Q9UMZ2-3;Q9UMZ2-4;Q9UMZ2-6,Synergin gamma,SYNRG,21.13069,21.12237,22.01028,22.30117,21.89804,21.62466,19.7322,19.99134
Q16563;Q16563-2;C9JYN0,Synaptophysin-like protein 1,SYPL1,23.03446,22.89293,22.29958,21.94385,22.72756,22.40424,,21.93726
Q8IV01,Synaptotagmin-12,SYT12,,19.96155,22.33454,19.53351,21.4,20.56486,20.86272,20.08952
E9PHC7;Q86TM6;Q86TM6-3;Q86TM6-2;E9PK19;E9PMA1;E9PN88;H0YCR6,E3 ubiquitin-protein ligase synoviolin,SYVN1,22.12259,23.27668,23.43033,22.36282,23.08771,22.98815,22.16708,21.88807
O75410-2;O75410;G8JLK4;O75410-7;E5RFM9;O75410-3;E7ET87;E7EVI4;H0YAY0;E7ES82;E5RJU4,Transforming acidic coiled-coil-containing protein 1,TACC1,22.51728,22.55462,23.24253,21.22081,23.07814,22.13687,20.18471,22.21356
Q9Y6A5;C9JA91;E7EMT0;H0Y8F2;C9JWI7;Q8IX09;F8WC55,Transforming acidic coiled-coil-containing protein 3,TACC3,23.56848,23.84307,26.32816,25.4061,25.55517,25.83152,23.86486,24.38298
Q96BN2,Transcriptional adapter 1,TADA1,,20.76052,21.01849,22.04116,20.54312,22.7566,,
O75528;O75528-2,Transcriptional adapter 3,TADA3,,,,,,,20.17694,20.36078
Q12962,Transcription initiation factor TFIID subunit 10,TAF10,21.13502,22.39362,22.27279,,21.08109,20.53269,20.85209,20.55262
Q92804;Q92804-2;F5GWQ7,TATA-binding protein-associated factor 2N,TAF15,23.1261,24.05978,23.58806,23.40938,23.7319,23.34042,23.89606,23.49595
Q15572;Q15572-6;F5H647;Q15572-2;H3BR91;H3BQS1;H3BNH3;H3BUZ7,TATA box-binding protein-associated factor RNA polymerase I subunit C,TAF1C,,,21.98982,20.32937,22.15635,,,
Q9H5J8;E9PM59;E9PKU8,TATA box-binding protein-associated factor RNA polymerase I subunit D,TAF1D,23.68945,23.48726,24.17714,23.45475,23.99187,23.9764,23.57103,23.40171
Q6P1X5;H0YC37;E5RI28,Transcription initiation factor TFIID subunit 2,TAF2,22.73544,23.3503,23.95934,22.86272,22.9226,22.43593,22.98437,23.06115
P49848-3;P49848;P49848-2;G8JLM6;C9JTY6;C9JFL8;C9J088;E5RHA1;C9JIS2;C9J7C4;E5RKA5;F8WEJ7;C9JHQ8,Transcription initiation factor TFIID subunit 6,TAF6,24.12392,24.0891,24.5856,23.87267,24.47228,24.58451,23.42034,23.39911
Q9Y6J9;E9PP94,TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L,TAF6L,21.84472,23.3648,23.3656,21.8343,22.03282,22.6252,22.28729,22.4215
Q15545,Transcription initiation factor TFIID subunit 7,TAF7,24.17226,23.74643,24.03187,23.68121,24.35743,23.81029,23.51015,23.50385
Q7Z7C8-4;Q7Z7C8-2;Q7Z7C8;C9J7M8,Transcription initiation factor TFIID subunit 8,TAF8,,,,,,,,
Q16594;D6RIE8;D6RIV9;D6RGK3;D6RIY1;D6RHW1,Transcription initiation factor TFIID subunit 9,TAF9,24.25119,24.42381,25.1441,24.55707,24.90201,24.77133,24.91442,24.74924
Q9HBM6,Transcription initiation factor TFIID subunit 9B,TAF9B,20.07339,21.38453,21.82734,20.88703,21.77993,21.18174,20.07692,21.41364
P37802,Transgelin-2,TAGLN2,26.89678,27.09507,27.76313,26.91855,27.87185,27.45967,26.84218,26.6979
P37837;F2Z393;E9PKI8;E9PM01,Transaldolase,TALDO1,25.28838,25.66747,25.49732,25.37878,25.26216,25.59081,25.46076,25.47308
Q9C0D5;Q9C0D5-2,Protein TANC1,TANC1,22.83811,23.1382,23.94297,23.14669,22.77913,22.74977,23.25566,23
Q9HCD6-2;Q9HCD6;Q9HCD6-4;Q9HCD6-3,Protein TANC2,TANC2,20.79495,20.58875,23.28023,22.40484,21.14464,22.21433,20.94077,20.56783
Q7L7X3;Q9H2K8;Q7L7X3-3;Q9UL54-3;Q7L7X3-2;H0YF68,Serine/threonine-protein kinase TAO1;Serine/threonine-protein kinase TAO3,TAOK1;TAOK3,22.45465,23.23795,21.88532,22.30825,22.00333,21.48232,22.41064,23.04263
B1AZV3;Q03518;F5H648,Antigen peptide transporter 1,TAP1,23.97526,23.90555,24.67492,24.21468,24.37372,23.8189,23.55321,23.86041
E7ENX8;E7EUZ6;F8VX49;Q5HY71;Q03519;B0V2J7;Q03519-2,Antigen peptide transporter 2,TAP2,23.77415,24.53142,23.90995,24.52528,24.59468,24.82483,23.77425,23.21312
O15533-3;A2AB90;A2ABB9;A8MUD0;D3YTI9;O15533;G5E9H8;O15533-2;G3V0I4;Q6P1N7;E9PGM2;F8VS90;C9JA35;A2AB92;Q5HYV0,Tapasin,TAPBP,21.61414,23.42752,24.50857,23.86164,23.83827,21.41761,22.37727,24.18457
Q13395,Probable methyltransferase TARBP1,TARBP1,23.98893,24.18329,23.6937,23.22628,23.7043,23.81675,22.87232,23.56964
Q15633;Q15633-2;H3BV98;F8VYK3;F8VP94;F8VZZ7;F8VYK6,RISC-loading complex subunit TARBP2,TARBP2,23.09096,23.12684,23.84431,22.69498,23.37239,22.61506,23.9004,23.77143
Q13148-2;Q13148;G3V162;B1AKP7;B4DJ45;Q13148-3,TAR DNA-binding protein 43,TARDBP,25.38192,25.74132,25.78616,25.36613,25.71288,25.66003,25.29897,25.29407
B4DEG8;P26639;G3XAN9;E7ERI3;D6RDJ6;D6R9F8;D6RCA5;D6RBR8;D6RCS6;D6RHV7;D6RJ97,"Threonine--tRNA ligase, cytoplasmic",TARS,28.81026,29.1057,29.60086,28.55362,29.20161,28.97454,28.47688,28.51085
Q9BW92;Q9H9V2;Q5T5F2;B4DQF3;E7EVR9;Q5T5E9,"Threonine--tRNA ligase, mitochondrial",TARS2;TARSL1,25.18386,25.16584,25.26624,24.42835,25.69413,25.41992,24.6903,25.07022
E5RG17;Q6P1N9;Q6P1N9-2;E5RGF2;G5EA19;H0YBX2;E5RK70;E5RG62;E5RID7,Putative deoxyribonuclease TATDN1,TATDN1,22.4663,22.65432,22.92978,20.98238,23.12357,21.62466,21.95961,21.52148
B8ZZD4;Q86VP1;Q86VP1-2;E7ENV2;Q86VP1-3;H7C3L5;C9J7J4;C9JBZ7;F8WBU9,Tax1-binding protein 1,TAX1BP1,25.38643,25.60349,24.91493,25.19261,25.13453,24.64977,24.60705,24.61184
O14907,Tax1-binding protein 3,TAX1BP3,,21.12742,21.46817,20.92187,21.03899,21.19388,21.2802,21.26178
Q4KMP7;H3BSE1,TBC1 domain family member 10B,TBC1D10B,22.89395,22.74452,22.80477,21.66648,22.10875,22.49197,22.71018,22.74251
Q9NVG8;Q9NVG8-2,TBC1 domain family member 13,TBC1D13,22.09947,22.2887,22.7795,21.69829,22.50089,21.71507,21.42188,21.43959
Q8TC07;Q8TC07-2;C9JA93;A8K8E1;F8WCB5;F8VV61;F8WF35;F8WDJ1,TBC1 domain family member 15,TBC1D15,25.90049,24.09458,26.57946,25.98472,26.46611,23.84976,26.16333,23.77133
Q9BYX2;Q9BYX2-2;Q9BYX2-3;Q9BYX2-4;Q9BYX2-5;Q9BYX2-6,TBC1 domain family member 2A,TBC1D2,22.8524,22.27753,23.88418,23.11464,23.93948,23.14437,22.20288,22.91114
Q9NUY8;Q9NUY8-2;E9PGE5,TBC1 domain family member 23,TBC1D23,,,,20.37878,,20.35907,20.75792,21.36335
Q9UPU7;Q9UPU7-2;C9JW56,TBC1 domain family member 2B,TBC1D2B,20.13646,20.39603,,19.51674,20.62908,,,21.24835
O60343;O60343-3;O60343-2;Q5JU47,TBC1 domain family member 4,TBC1D4,23.37703,22.12338,23.73521,22.4107,23.62556,23.45048,22.08261,22.14501
Q66K14;Q66K14-2;H0YB08;Q6ZT07;E5RIN2,TBC1 domain family member 9B,TBC1D9B,23.02763,23.64592,22.85753,22.29832,23.54969,22.25934,22.26356,22.87386
B4DT30;E5RJD8;O75347;E5RIW3;E5RIX8;E5RHG6,Tubulin-specific chaperone A,TBCA,22.98725,23.39126,22.07493,,23.41002,23.36573,23.21382,22.75855
Q99426;A8MVD5,Tubulin-folding cofactor B,TBCB,23.44266,24.00359,23.52516,23.09952,23.12851,23.22672,22.49841,23.48775
Q9BTW9-4;Q9BTW9;F8WC00;Q9BTW9-5;A6NE57;I3L439;C9J1U4;I3L163;I3L0V3;I3L143;I3L131;I3L3H4;I3L4D2;I3L120;I3L2E6;I3L500;Q9BTW9-3;I3L1I1;I3L1S3,Tubulin-specific chaperone D,TBCD,24.81665,24.69906,24.50264,24.59759,24.65343,24.98137,23.98702,24.80085
B7Z3P1;Q15813,Tubulin-specific chaperone E,TBCE,20.66397,20.34365,21.18362,,21.09513,,20.67521,20.86597
Q9UHD2;F5H1A3;F5H206;Q14164;Q3B754;F5GZI4,Serine/threonine-protein kinase TBK1,TBK1,24.38528,24.69843,24.37245,23.27696,24.5313,24.13993,23.0555,23.99084
Q9BZK7;B7Z475;Q9BQ87;F5H6C0;C9IYU9;C9JBN1;C9JCK0;C9JLJ1,F-box-like/WD repeat-containing protein TBL1XR1,TBL1XR1,23.14534,23.60919,23.20057,23.13515,22.85302,22.60655,22.09223,22.49174
Q9Y4P3;E9PF19;Q96E41;C9JVF0;F8WDI9;F8WCR3,Transducin beta-like protein 2,TBL2,23.37451,23.02129,23.62745,22.89028,23.22788,23.6525,22.67846,23.06511
Q12788;H3BTN4;H3BN88,Transducin beta-like protein 3,TBL3,25.13778,25.08869,26.2434,24.5518,25.83297,25.06122,24.65141,24.63644
Q969Z0;Q969Z0-2;C9IZN7;C9J7P5;C9J347;C9J5A2;C9J618;H7C4R5,Protein TBRG4,TBRG4,25.39411,25.20758,25.31486,24.86292,25.52856,25.08221,24.73923,24.77666
P23193;P23193-2;E5RIS7;E5RJ93;B7Z4S1;E5RFI1;E5RK46,Transcription elongation factor A protein 1,TCEA1,24.85738,24.88297,25.04168,24.63987,24.44095,25.19411,24.58446,24.89809
Q96EI5-2;Q96EI5;D6RD44;D6RCE9;D6RIH3;D6RHZ1,Transcription elongation factor A protein-like 4,TCEAL4,24.31479,24.61644,24.97749,24.26019,25.17588,24.81201,24.04427,23.77354
Q15369;E5RHG8;E5RJ89;E5RGD9,Transcription elongation factor B polypeptide 1,TCEB1,22.67607,21.65517,23.55567,23.19281,23.68282,22.03197,22.54062,22.18755
B7WPD3;Q15370;B8ZZU8;I3L0M9,Transcription elongation factor B polypeptide 2,TCEB2,24.74381,24.5998,25.08865,24.35407,24.19453,24.68982,24.16454,23.91834
Q14241,Transcription elongation factor B polypeptide 3,TCEB3,21.97141,23.19457,22.76306,22.64742,22.1359,23.29292,22.18734,22.72763
O14776;O14776-2;G3V220;Q5VWI1,Transcription elongation regulator 1,TCERG1,25.54719,25.62965,26.04475,25.07239,26.06874,25.38255,24.9904,24.38752
Q99081-3;Q99081;F5H6Z6;H0YNQ5;E9PGY0;B4DGI9;F5GY10;Q99081-2;B4E1W1,Transcription factor 12,TCF12,22.36613,22.57918,21.81808,21.40005,22.05282,20.29132,20.53545,19.3625
Q9BQ70;H3BSP8;Q9H7D3;H3BTU3;H3BMJ8;H3BQ53;H3BS87;H3BSS3;Q9H384;H3BRP4;H3BR53,Transcription factor 25,TCF25,23.77485,24.12258,24.14118,24.1102,23.82823,24.27427,23.98372,23.73014
Q2TB39;P15923;P15923-2,Transcription factor E2-alpha,TCF3,23.27767,22.52143,23.12313,22.94079,22.85502,22.7268,21.14923,21.45794
Q13488;E9PM12;E9PNA6;E9PMC5;Q13488-2;H0YCE3;H0YEL3,V-type proton ATPase 116 kDa subunit a isoform 3,TCIRG1,23.3864,23.33606,23.89245,23.29614,23.94288,23.87886,23.88744,23.07619
E7ETY2;Q13428-7,,TCOF1,23.50906,24.01436,23.45839,22.93846,23.21368,22.5978,24.21971,24.13602
E9PHK9;Q13428-4;Q13428;Q13428-2;Q13428-5;H0YA99,Treacle protein,TCOF1,20.87628,21.35816,21.46727,20.7959,20.63174,20.20693,22.29869,22.22403
P17987;E7ERF2;E7EQR6;F5H282;F5GZ03;F5H136;F5H676;F5GZI8;F5H726;F5GYL4;F5H7Y1,T-complex protein 1 subunit alpha,TCP1,27.52126,27.61477,27.74079,27.20341,28.22384,27.6797,27.27506,27.16997
Q13569;G8JL98;F5H0I7;B4E127;H0YH18;F5H539,G/T mismatch-specific thymine DNA glycosylase,TDG,21.87185,22.09249,22.33775,21.3297,22.54753,21.56769,20.97897,20.58233
Q9NUW8;E7EPD8;G3V2F4;G3V2J6;Q9BRS7;G3V2U6;G3V5H9;G3V4W8;Q86TV8;G3V554;G3V5B8;G3V5F9;G3V3Q0,Tyrosyl-DNA phosphodiesterase 1,TDP1,20.19448,21.66895,22.33824,21.49414,20.83298,20.54783,20.22506,
O95551-2;O95551;F5H3E4;O95551-3,Tyrosyl-DNA phosphodiesterase 2,TDP2,23.11022,23.05449,23.67691,22.75007,22.67075,22.91298,22.96793,22.87309
Q8NDG6;Q8NDG6-2;H0YJJ2,Putative ATP-dependent RNA helicase TDRD9,TDRD9,23.00253,21.6321,22.26043,22.62339,22.69708,22.76695,22.81714,23.092
O15040;H0YMM9;E7EU34,Tectonin beta-propeller repeat-containing protein 2,TECPR2,,19.89652,20.14196,,20.27526,19.66148,,
Q9NZ01;B3KSQ1;Q9NZ01-2,"Trans-2,3-enoyl-CoA reductase",TECR,26.71463,27.24391,26.58233,26.11472,27.07582,26.71803,26.73208,26.76155
Q9Y4R8;H3BRS3;H3BU45,Telomere length regulation protein TEL2 homolog,TELO2,23.94851,24.1488,24.60371,23.71335,23.88716,24.13618,23.4462,23.9898
Q63HR2-4;Q63HR2;Q63HR2-6;C9JVR1;F8VV64;Q63HR2-2;Q63HR2-5;B3KYA3;F8W661,Tensin-like C1 domain-containing phosphatase,TENC1,23.05164,23.72338,20.6127,21.04307,22.16684,22.68731,21.1337,22.28782
Q99973;Q99973-2;E7EQE3;G3V470;G3V5X7;G3V2A4;G3V591,Telomerase protein component 1,TEP1,22.26805,21.97645,26.24291,21.78768,22.91051,21.56811,22.58841,26.72169
P54274;P54274-2;E7EWM7;H0YFE0,Telomeric repeat-binding factor 1,TERF1,20.7978,21.13734,,19.97631,,21.07346,20.78732,20.20275
Q15554;H3BR06;Q15554-2;H3BTA7;H3BR37,Telomeric repeat-binding factor 2,TERF2,21.30263,22.35073,,,22.13568,21.40702,21.52416,19.31712
Q9NYB0;H3BMI8,Telomeric repeat-binding factor 2-interacting protein 1,TERF2IP,25.18268,25.55092,25.02804,24.60229,25.34482,25.14149,25.29004,25.36289
H0Y2M4;Q9UGI8;Q9UGI8-2;F8W7T0;H7BYK1;B7Z6L5,Testin,TES,24.1952,24.44202,25.17108,23.91452,25.26227,24.13406,24.44872,24.84278
Q9NXF1;Q9NXF1-2;E7ERG2;B7Z9D5,Testis-expressed sequence 10 protein,TEX10,25.57181,25.86372,25.4598,25.04222,25.6936,25.64905,25.23487,24.77158
Q00059;H7BYN3;A8MRB2,"Transcription factor A, mitochondrial",TFAM,24.05614,24.12621,23.83403,23.33484,24.66416,24.26399,23.76729,23.97544
Q92754,Transcription factor AP-2 gamma,TFAP2C,21.08284,20.97113,21.54727,20.79701,22.67394,20.42951,,20.24389
Q7Z6R9;Q92481-2;Q92481;Q6VUC0;P05549;Q5TAV5;P05549-5;P05549-2;C1K3N0;B4DWK3;H7C5E5;C9JXZ2,Transcription factor AP-2-delta;Transcription factor AP-2-beta;Transcription factor AP-2-epsilon;Transcription factor AP-2-alpha,TFAP2D;TFAP2B;TFAP2E;TFAP2A;TFAP2C,22.41452,23.16982,21.56978,20.77242,22.89879,22.10085,20.63281,20.58866
Q01664;I3L254;I3L301;I3L4L6,Transcription factor AP-4,TFAP4,23.09147,23.32292,23.04103,23.26284,23.2839,23.74119,,21.48434
Q8WVM0,"Dimethyladenosine transferase 1, mitochondrial",TFB1M,21.29362,21.59728,21.26991,20.82687,21.32696,21.0476,21.38485,22.21762
Q9H5Q4;F5H7M4,"Dimethyladenosine transferase 2, mitochondrial",TFB2M,23.93697,24.44588,24.61347,23.46488,24.25739,24.04877,23.2275,23.77143
Q12800;Q12800-4;Q12800-3;Q12800-2;F8VX55;F8VWL0,Alpha-globin transcription factor CP2,TFCP2,23.00678,22.52662,23.65676,22.10511,23.85081,23.11281,22.32518,22.41315
P19532,Transcription factor E3,TFE3,22.16199,20.00072,21.20335,19.76631,22.46526,22.09307,,20.32674
Q92734;G5E9V1;Q05BK6;C9JJP5;C9JUE0;C9JTY3,Protein TFG,TFG,26.04835,25.0367,26.05703,25.58701,26.75251,25.39751,24.84948,24.98845
Q9UBB9;E7EMD1;H0Y4U8;Q9UBB9-2,Tuftelin-interacting protein 11,TFIP11,23.28489,23.92406,24.26928,23.45689,24.10109,23.83567,23.28743,23.87136
P02786;G3V0E5;F5H6B1;H7C3V5;F8WBE5;Q9UP52;Q9UP52-3;Q9UP52-2,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,31.09999,31.2986,30.99382,30.33383,31.03708,30.78893,30.97487,30.86127
O43294;O43294-2;H3BQC4;H3BSN4,Transforming growth factor beta-1-induced transcript 1 protein,TGFB1I1,,,,20.76247,,,,
G8JLA8;Q15582;B9ZVW9;H0Y8L3;H0Y9D7;H0YAB8;H0Y8M8;H0YAH8;D6RBX4,Transforming growth factor-beta-induced protein ig-h3,TGFBI,27.12436,26.70055,26.90518,26.28304,26.63159,26.78119,26.2688,26.24777
P36897-2;P36897;B4DY26;P36897-3;F8W1R9;P36896-4;P36896;Q8NER5;P36896-3;P36896-2;B4DXN7;P36896-5;Q8NER5-4;Q8NER5-3;F8VXZ5,TGF-beta receptor type-1;Activin receptor type-1B;Activin receptor type-1C,TGFBR1;ACVR1B;ACVR1C,20.52831,19.97687,20.51114,,20.72392,,,
Q03167;Q03167-2;E9PKY4,Transforming growth factor beta receptor type 3,TGFBR3,24.99731,22.58265,23.8098,22.75516,23.46051,24.36866,22.67047,21.80774
Q8WUH2,Transforming growth factor-beta receptor-associated protein 1,TGFBRAP1,20.36164,,,,,,,
Q15583;Q15583-3;Q15583-2;A6NE42;F8VVS9;F8VUY0;F8VWK5;F8VZH2;F8VX54;F8VW34;F8W1J9;F8VYL4;F8VXG3;Q9GZN2;H0YKN5;H0YNI0,Homeobox protein TGIF1,TGIF1,22.78517,22.37669,23.63145,22.60329,23.2141,22.41313,22.88329,23.25288
P22735;B4DWR7;H0YMQ8;H0YLT9;H0YN27,Protein-glutamine gamma-glutamyltransferase K,TGM1,,,19.52189,23.8692,19.9959,20.50533,,
P21980;B4DIT7;P21980-2;F5H6P0;P21980-3;A2A299;A2A2A0,Protein-glutamine gamma-glutamyltransferase 2,TGM2,24.36346,24.09039,25.44044,24.93333,24.84101,24.52564,25.4693,25.03006
Q08188;E7ERY7,Protein-glutamine gamma-glutamyltransferase E;Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain;Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain,TGM3,20.72684,20.4805,19.93733,24.17843,,21.60246,21.50804,
O43493;F8WBK2;O43493-3;O43493-5;O43493-2;O43493-4;F8W8W7;O43493-6,Trans-Golgi network integral membrane protein 2,TGOLN2,25.02509,25.33565,25.38916,24.7755,25.15395,24.96741,24.90196,24.79818
Q96RS0,Trimethylguanosine synthase,TGS1,21.18737,22.71041,22.20744,20.07248,21.53093,22.3002,22.4147,20.50872
Q8IXH7;Q8IXH7-4;Q8IXH7-3,Negative elongation factor C/D,TH1L,24.12266,23.96005,24.56145,24.17211,24.34665,23.75491,24.32203,24.36339
Q6YHU6;B6ZDQ0;Q6YHU6-3;Q6YHU6-5;Q8IY32;B5MC89;C9JJB1;Q6YHU6-2;C9JER1;H7BYZ4;F5H3M9;H0Y3V5;B6ZDE5,Thyroid adenoma-associated protein,THADA;tmp_locus_38,23.83779,22.13223,22.03926,22.38256,24.44164,22.85791,21.5582,22.18961
Q8WY91,THAP domain-containing protein 4,THAP4,20.99749,21.87463,20.52363,21.59482,20.81894,21.20705,20.39843,19.67972
Q96FV9;Q96FV9-2,THO complex subunit 1,THOC1,24.03061,23.88232,23.92922,22.95388,24.39839,23.17773,23.33019,23.45751
Q8NI27;H0Y815;Q8NI27-2,THO complex subunit 2,THOC2,25.94662,26.44061,26.2787,26.03393,26.08331,26.12896,26.21887,25.99425
Q96J01;Q6NZ53;D6RGZ2,THO complex subunit 3,THOC3,22.14501,22.04674,22.35353,21.52387,22.72781,22.09732,21.83619,21.76571
Q13769;F8WCP5;H7C072;C9JXG5;H7C441,THO complex subunit 5 homolog,THOC5,23.36346,22.37257,22.36853,21.94117,22.02344,22.23196,22.3796,22.0354
Q86W42;Q86W42-2;Q86W42-3,THO complex subunit 6 homolog,THOC6,22.40549,22.56865,21.43166,21.01917,23.48321,22.39467,20.94856,22.0255
Q6I9Y2;H7C5E3,THO complex subunit 7 homolog,THOC7,23.78037,23.74643,22.75912,22.11436,23.28884,22.9911,23.05459,22.74092
P52888;B3KSE2,Thimet oligopeptidase,THOP1,25.33528,25.67979,26.06203,25.21367,25.7618,25.62324,25.28715,25.14589
Q9Y2W1,Thyroid hormone receptor-associated protein 3,THRAP3,26.47445,26.88064,26.9862,26.59434,26.67506,26.4025,26.46451,26.44637
Q9NXG2;H3BNW0,THUMP domain-containing protein 1,THUMPD1,20.80633,21.47462,22.91954,22.05659,,21.56732,21.18211,21.73024
Q9BTF0;Q9BTF0-2;H7C5V1;E7EUG5;H0YE26,THUMP domain-containing protein 2,THUMPD2,20.75026,20.95809,20.1332,,21.22152,20.40125,,
Q9BV44;H7C0R6;H7C3J3,THUMP domain-containing protein 3,THUMPD3,22.26871,22.20541,22.70921,22.36161,22.92185,22.03319,22.08216,22.28684
P31483-2;C9JTN7;H0YGW6;P31483;F8W8I6;Q96B58;H7BY49;E5RGV5,Nucleolysin TIA-1 isoform p40,TIA1,,21.69634,21.33254,20.36517,,20.26648,22.28681,22.16202
Q01085-2;Q01085;E7ETJ9;Q49AS9;E7ETC0;E5RG67;A6NKZ9,Nucleolysin TIAR,TIAL1,24.33286,24.55268,25.12498,24.96869,25.35427,25.00153,24.70841,23.87558
Q8IUC6,TIR domain-containing adapter molecule 1,TICAM1,,20.77804,20.89682,20.78013,20.5515,21.31484,20.64006,21.15369
Q7Z2Z1;Q7Z2Z1-2,Treslin,TICRR,23.94458,22.8156,25.34435,23.9227,24.41397,25.19216,23.15822,22.18126
Q9NQ88,"Fructose-2,6-bisphosphatase TIGAR",TIGAR,22.66238,22.36081,22.31515,21.48429,22.80272,22.24768,21.88807,22.11086
Q9UNS1;Q9UNS1-2;E7EWS5,Protein timeless homolog,TIMELESS,24.69991,24.75333,25.05784,24.68806,24.76931,24.62355,25.15426,25.00024
Q9Y5L4,Mitochondrial import inner membrane translocase subunit Tim13,TIMM13,22.10162,22.07611,22.24676,21.29922,21.94999,21.97313,21.07783,20.99873
Q9Y584,Mitochondrial import inner membrane translocase subunit Tim22,TIMM22,20.29804,20.8068,22.27699,20.08109,21.96187,21.03187,20.48414,20.74361
Q5SRD1;O14925;C9JSY4;C9JV18;B1APJ0;E9PB91;E7EP42,Putative mitochondrial import inner membrane translocase subunit Tim23B;Mitochondrial import inner membrane translocase subunit Tim23,TIMM23B;TIMM23,23.586,23.64702,24.24598,23.19909,24.15383,23.91105,23.26184,23.46886
O43615,Mitochondrial import inner membrane translocase subunit TIM44,TIMM44,24.24467,24.04818,23.95553,23.24076,23.66449,23.37106,23.08727,22.27159
Q3ZCQ8-2;Q3ZCQ8,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50,24.0041,24.39709,24.70909,23.60851,24.37365,24.24627,23.58394,23.99645
Q9NPL8;G3XA94;C9JU35;C9JR82;F8WC42;F8WB00;F8WAU6;H7C5U1,Translocase of inner mitochondrial membrane domain-containing protein 1,TIMMDC1,22.80081,23.08036,23.37332,21.18677,22.61311,22.23462,21.67008,22.15326
P01033;Q5H9A7;Q5H9B5;Q5H9B4;H0Y789,Metalloproteinase inhibitor 1,TIMP1,26.59221,26.34785,26.3273,25.43068,26.44369,26.28131,25.88012,26.00898
P16035;B4DFW2,Metalloproteinase inhibitor 2,TIMP2,23.6184,23.97806,23.10183,21.99838,23.74222,23.44012,21.60304,20.45101
Q7Z3E1;G5E9W1;C9JXM5;H7C5K7,TCDD-inducible poly [ADP-ribose] polymerase,TIPARP,22.0622,22.80107,23.32882,23.24499,23.21423,22.8729,23.26313,23.61639
O75663;O75663-2,TIP41-like protein,TIPRL,22.10117,23.3415,23.17726,23.15024,24.15074,23.07308,22.58121,23.00996
Q6JUT2;Q9Y3B3;Q8NBU8,Transmembrane emp24 domain-containing protein 7,TIRAP3;TMED7;TMED7-TICAM2,21.28184,22.32017,20.28501,21.64623,22.23482,20.89045,20.70632,20.4916
Q5JTD0;Q5JTD0-2;E2QRK7;Q5JTD0-3,Tight junction-associated protein 1,TJAP1,22.13568,21.69502,21.74242,21.72754,22.04006,22.27872,22.49052,22.21573
G5E9E7;Q07157-2;G3V1L9;Q07157;H0YKB1;H0YLT6,Tight junction protein ZO-1,TJP1,24.77946,25.63179,26.52806,26.2408,25.93344,25.90612,25.02187,25.35498
F5H301;Q9UDY2;Q9UDY2-3;F5H886;Q9UDY2-2;Q9UDY2-4;Q9UDY2-5;B1AN86;B1AN85,Tight junction protein ZO-2,TJP2,23.27668,23.94949,25.05416,24.50294,24.34198,24.22729,24.2722,24.32437
P04183,"Thymidine kinase, cytosolic",TK1,24.95358,24.9178,25.21175,24.90775,25.44193,25.14577,25.30072,25.2966
E7EPA7;P29401;B4E022;B3KSI4;E9PFF2;F8W888;F8WAX4,Transketolase,TKT,29.3428,29.59935,29.9194,29.22281,29.53749,29.66718,29.3256,29.11352
E9PD64;H0YL70;H0YKT5;Q04726;Q04726-3;F8W964;Q04726-2;H0YLI3;H0YKN8;Q6PI57;F8W8S3;Q04726-4;H0YKH0;H0YNT2;H0YLW9;F5H7D6;B4E2W3;H0YNI7;F8W9R0;Q04727-3;Q04727;Q04724;F8W6T6;Q04725;F8WCH2;G8JLG4;Q04727-2;H7C3N4;E9PEV7;B4E345;B3KQ29;B4DE62;H7BY44,Transducin-like enhancer protein 3,TLE3,24.90376,25.1041,26.23524,25.3348,25.17177,25.68833,24.05986,23.28574
Q86UE8;Q86UE8-2;Q86UE8-3,Serine/threonine-protein kinase tousled-like 2,TLK2,,,23.2594,,,,21.25822,
Q9Y490;Q5TCU6,Talin-1,TLN1,27.19254,27.39632,27.70774,27.09668,27.26311,26.9336,27.04604,27.15692
Q9Y4G6;H0YMT1;H0YN01,Talin-2,TLN2,22.80396,22.79446,23.32306,21.75152,22.55742,21.76794,22.98282,22.9642
